bibid|container_id|href|title|text
4079753||http://www.columbia.edu/cu/lweb/indiv/rbml/index.html|http://www.columbia.edu/cu/lweb/indiv/rbml/index.html|
4079753||https://library.columbia.edu/locations/rbml/units/carnegie.html||https://library.columbia.edu/locations/rbml/units/carnegie.html
4079753||https://findingaids.library.columbia.edu/ead/nnc-rb/ldpd_4078981||Frederick P. Keppel Papers
4079753||http://www.columbia.edu/cu/lweb/digital/collections/oral_hist/carnegie/||Carnegie Corporation of New York Project: Oral History project
4079753||https://www.loc.gov/item/mm79015107/||Andrew Carnegie Papers
4079753||dlc.library.columbia.edu/carnegie/||dlc.library.columbia.edu/carnegie/
4079753|aspace_f414bc6bd3a12b1934a4abb77daa04a1|https://archive.org/details/ldpd_12584117_000|Journals, 1/1872 - 10/1878|
4079753|aspace_651e388a2e454c7908c552cbd8a91f86|https://archive.org/details/ldpd_12584119_000|Journals, 1885 - 1897|
4079753|aspace_c6df3226d1f0fc6598eada3da955ba21|https://archive.org/details/ldpd_12584120_000|Journals, 1897 - 1907|
4079753|aspace_638bb3fa4ddd6a17f81ae3888c618d45|https://archive.org/details/ldpd_12584121_000|Journals, 1908 - 1917|
4079753|aspace_19fabb306f135b60b90f280dd219e1c2|https://archive.org/details/ldpd_12584122_000|Journals, 1917 - 1919|
4079753|aspace_ca4447a6aefa3487572304ba2d09b6e1|https://archive.org/details/ldpd_12584123_000|Cash Book|
4079753|aspace_47e085e88f667fa0bae8e3ea78d96e7a|https://archive.org/details/ldpd_12584124_000|Cash records|
4079753|aspace_ff1ff5f829b89c9389c0a51616a313f2|https://archive.org/details/ldpd_12584125_000|Cash records, 1912-1919|
4079753|aspace_8bf9db1fdc39636c7b7b300e2cdef128|https://archive.org/details/ldpd_12584126_000|Cash records, 1916-1919|
4079753|aspace_044ec9376c9990dc19e60cedebe0aca8|https://archive.org/details/ldpd_12584127_000|Miscellaneous Accounts, 1881-1906|
4079753|aspace_a62edd180f4a1cf3bae92b18927c293e|https://archive.org/details/ldpd_12584128_000|Miscellaneous Accounts, 1885-1917|
4079753|aspace_cb1bf91596c2c8b74669a663481a6612|https://dlc-staging.library.columbia.edu/carnegie/cul:2547d7wnpb|Bonds|
4079753|aspace_cb1bf91596c2c8b74669a663481a6612|https://dlc-staging.library.columbia.edu/carnegie/cul:2547d7wnpb||Link to item
4079753|aspace_f13e134569ec8ab91400c300935cc4f7|https://archive.org/details/ldpd_12584130_000|Carnegie Corporation Completed Accounts, 1902-1912|
4079753|aspace_96091f9a84a7be8bb94e7fabe43341b4|https://archive.org/details/ldpd_12584131_000|Trust &amp; Loan Accounts, 1912-1918|
4079753|aspace_fcc59ee716ffcda031f36b1109a30564|https://archive.org/details/ldpd_12584132_000|Stocks &amp; Bonds, 1916|
4079753|aspace_8af9dbb2029cfe15e1231a1b7038c5b7|https://archive.org/details/ldpd_12584133_000|Register of Donations, Libraries, 1898-1919|
4079753|aspace_e54416b22a4cbc5f4200d3d6b3c6b935|https://archive.org/details/ldpd_12584134_000|Library Building, 1912-1922|
4079753|aspace_573169696dcbafefd64164a1048277bc|https://archive.org/details/ldpd_12584136_000|Libraries Registered Geographically|
4079753|aspace_d2ac414b92e849497d34c991515d5092|https://archive.org/details/ldpd_12584137_000|Junior College Libraries Ledger, 1938-1940|
